,Date,SPGold_dly_chg_correlation,SPGold_dly_chg_corr_mean,SPGold_Std_daily_chg_correl,SP_Goldupper_correl,SP_Goldlower_correl,SPGoldsignal,SPCopp_dly_chg_correlation,SPCopp_dly_chg_corr_mean,SPCopp_Std_daily_chg_correl,SP_Coppupper_correl,SP_Copplower_correl,SPCoppsignal55,SPCgr_dly_chg_correlation,SPCgr_dly_chg_corr_mean,SPCgr_Std_daily_chg_correl,SP_Cgrupper_correl,SP_Cgrlower_correl,SPCgrsignal55,SPCrude_dly_chg_correlation,SPCrude_dly_chg_corr_mean,SPCrude_Std_daily_chg_correl,SP_Crudeupper_correl,SP_Crudelower_correl,SPCrudesignal55,SPLNH_dly_chg_correlation,SPLNH_dly_chg_corr_mean,SPLNH_Std_daily_chg_correl,SP_LNHupper_correl,SP_LNHlower_correl,SPLNHsignal55,SPSoyB_dly_chg_correlation,SPSoyB_dly_chg_corr_mean,SPSoyB_Std_daily_chg_correl,SP_SoyBupper_correl,SP_SoyBlower_correl,SPSoyBsignal55,SPCtn_dly_chg_correlation,SPCtn_dly_chg_corr_mean,SPCtn_Std_daily_chg_correl,SP_Ctnupper_correl,SP_Ctnlower_correl,SPCtnsignal55,SPcorn_dly_chg_correlation,SPcorn_dly_chg_corr_mean,SPcorn_Std_daily_chg_correl,SP_cornupper_correl,SP_cornlower_correl,SPcornsignal55,SP_Daily_Pct_Return,SP_MA_55,SP_MA_5,SP_MA_20,Settle,SPGold_sigcode,SPCopp_sigcode,SPCgrsignal55_sigcode,Vix Daily Chg.,VIX,SPCrudesignal55_sigcode,SPLNHsignal55_sigcode,SPSoyBsignal55_sigcode,SPCtnsignal55_sigcode,SPcornsignal55_sigcode,SP_ret_code
1,1998-05-01,0.05397759558603772,0.0044854160009943555,0.048781392507735805,0.10204820101646596,-0.09307736901447726,0.0,0.09360040428616741,0.013084476573489993,0.05886527267448984,0.1308150219224697,-0.1046460687754897,0.0,0.03953594187755866,0.004097526523434586,0.05962593509858698,0.12334939672060855,-0.11515434367373936,0.0,-0.007870773536845517,-0.16085488014818528,0.12575104767895315,0.09064721520972102,-0.41235697550609157,0.0,-0.23832729527363145,-0.144435193522586,0.060857326782397046,-0.0227205399577919,-0.2661498470873801,0.0,0.09966116990849601,0.14074163443040646,0.03365008684623836,0.2080418081228832,0.07344146073792975,0.0,-0.03740621767750676,0.04113816523421368,0.04134268066196344,0.12382352655814056,-0.041547196089713204,0.0,0.10228680575626804,0.19409750226674843,0.04022151335842361,0.27454052898359566,0.11365447554990121,-0.01136766979363317,0.88,0.17563636363636345,0.3239999999999993,0.03499999999999997,-1.6652059596844873,0,0,0,-8.69,19.34,0,0,0,0,1,1
2,1998-05-04,0.026535124159956385,0.005877412425213194,0.048286946697015984,0.10245130581924516,-0.09069648096881877,0.0,0.08088511246323832,0.01290836026744803,0.05864322096448471,0.13019480219641744,-0.10437808166152139,0.0,0.04903711719662772,0.0031304011589323943,0.05842404858316326,0.11997849832525892,-0.11371769600739412,0.0,-0.006130527033372663,-0.15739155473818867,0.12736073376470708,0.09732991279122549,-0.4121130222676028,0.0,-0.23682231589633151,-0.14774844112691093,0.060836040353157234,-0.026076360420596467,-0.2694205218332254,0.0,0.06220140584229335,0.13903308881970433,0.03520197489385863,0.20943703860742158,0.06862913903198707,-0.006427733189693724,-0.044336881127184695,0.03804680472900214,0.04126011462233985,0.12056703397368183,-0.044473424515677554,0.0,0.06268123331744545,0.19093823192025006,0.04352263954545092,0.27798351101115193,0.10389295282934821,-0.041211719511902764,-0.09,0.1832727272727271,0.6719999999999994,-0.01600000000000003,-1.5789473684210527,0,0,0,5.07,20.32,0,0,1,0,1,1
3,1998-05-05,0.030590729852694797,0.007245335123034546,0.04789326352002267,0.10303186216307988,-0.08854119191701079,0.0,0.08802968995716183,0.012754591935938942,0.058430714125163395,0.12961602018626572,-0.10410683631438784,0.0,0.05266849706502923,0.002209803562880819,0.05720255416096387,0.11661491188480856,-0.11219530475904692,0.0,0.008034641476846684,-0.15375016002607164,0.12919571951873587,0.1046412790114001,-0.4121415990635434,0.0,-0.2321545276649204,-0.15096840555030971,0.06052511335461914,-0.02991817884107144,-0.272018632259548,0.0,0.054120014739836304,0.13713909553709144,0.036907739469758845,0.21095457447660915,0.06332361659757375,-0.00920360185773745,-0.05227056089980893,0.034918773044005195,0.041470570081409835,0.11785991320682487,-0.048022367118814475,-0.004248193780994454,0.0485476708086675,0.1876285788060475,0.047216825076405074,0.28206222895885763,0.09319492865323735,-0.04464725784456985,-0.57,0.17781818181818163,0.5859999999999994,-0.030500000000000027,-0.022055580061755623,0,0,0,5.61,21.46,0,0,1,1,1,2
4,1998-05-06,0.043537360349163494,0.008526796265616095,0.04790446590796744,0.10433572808155098,-0.08728213555031877,0.0,0.1421942013244843,0.013848253577566954,0.060285122078341954,0.13441849773425085,-0.10672199057911695,0.00777570359023344,0.09439589265815317,0.002455326940374787,0.05757429879389052,0.11760392452815582,-0.11269327064740625,0.0,0.017616695176073283,-0.15007802899901992,0.13116510661106162,0.11225218422310332,-0.41240824222114314,0.0,-0.20765125362500622,-0.15325459152148307,0.06024243961417979,-0.03276971229312349,-0.2737394707498427,0.0,0.037668350055162156,0.1350741317158548,0.039209507952611425,0.21349314762107766,0.056655115810631956,-0.0189867657554698,-0.06907849102155914,0.03174156185849394,0.0426276721160156,0.11699690609052513,-0.05351378237353726,-0.015564708648021876,0.025992973089295567,0.18407033811895301,0.05175767058074108,0.28758567928043516,0.08055499695747086,-0.05456202386817529,-1.01,0.14618181818181797,0.2199999999999994,-0.03150000000000003,1.2477718360071302,0,2,0,6.2,22.79,0,0,1,1,1,4
5,1998-05-07,0.06082545078528246,0.010146077651808763,0.04814344843489731,0.10643297452160339,-0.08614081921798586,0.0,0.18679307371277054,0.015879958487370137,0.06414527679395461,0.14417051207527937,-0.11241059510053908,0.042622561637491174,0.12587874865484183,0.003363175277184633,0.05912732103417595,0.12161781734553653,-0.11489146679116727,0.004260931309305299,0.024314292696398464,-0.1460648484795695,0.13308390299793016,0.12010295751629083,-0.4122326544754298,0.0,-0.21094675572253743,-0.15573474917681118,0.05974761191680986,-0.036239525343191456,-0.2752299730104309,0.0,0.03641444332273851,0.13297657165333676,0.04132783809390898,0.21563224784115473,0.050320895465518795,-0.013906452142780287,-0.1238788069334111,0.027513908932719232,0.04623718707723165,0.11998828308718254,-0.06496046522174406,-0.058918341711667044,0.03475993698259472,0.18062198066079718,0.05522173618105084,0.2910654530228989,0.0701785082986955,-0.03541857131610078,-1.11,0.11018181818181796,-0.3800000000000006,-0.04300000000000003,2.185669220369536,0,2,2,2.63,23.39,0,0,1,1,1,4
6,1998-05-08,0.08503496130879902,0.012508109752545007,0.048578824733269674,0.10966575921908435,-0.08464953971399435,0.0,0.20382571381209724,0.018939831797957243,0.06893525074502035,0.15681033328799796,-0.11893066969208346,0.04701538052409929,0.1214879510533582,0.00457487801847125,0.06085936568276499,0.12629360938400122,-0.11714385334705874,0.0,0.023122994805460286,-0.14184376809226085,0.13472129708073757,0.1275988260692143,-0.411286362253736,0.0,-0.21308637311690598,-0.1582775148822025,0.059144398280561034,-0.039988718321080446,-0.27656631144332455,0.0,0.03058918460377606,0.1306718163361058,0.04342477406034532,0.21752136445679643,0.04382226821541517,-0.01323308361163911,-0.09518693046348244,0.024076885684213838,0.04819919446011029,0.12047527460443441,-0.07232150323600675,-0.022865427227475685,0.010868347323585237,0.17682897424686597,0.059501719762416264,0.2958324137716985,0.057825534722033445,-0.04695718739844821,1.13,0.14036363636363616,-0.3300000000000006,-0.04900000000000004,0.11140819964349377,0,2,0,-12.06,20.57,0,0,1,1,1,3
7,1998-05-11,0.07289246277178427,0.014279619372575705,0.048977655830448566,0.11223493103347283,-0.08367569228832143,0.0,0.21943321777929214,0.0227235636576377,0.07403252010478156,0.17078860386720082,-0.12534147655192543,0.04864461391209132,0.14649531876256217,0.006808165999322286,0.06375753420963066,0.13432323441858363,-0.12070690241993905,0.01217208434397854,0.04691538418723867,-0.13697271912224135,0.13663625951883002,0.13629979991541868,-0.4102452381599014,0.0,-0.2204014508670093,-0.16051565312598806,0.05912342984206523,-0.042268793441857605,-0.27876251281011855,0.0,-0.0025560115303020006,0.12762097667239622,0.04672043686320762,0.22106185039881146,0.03418010294598098,-0.03673611447628298,-0.07659379377513005,0.021635868420742433,0.049838565493792966,0.12131299940832836,-0.0780412625668435,0.0,-0.017045337065748976,0.17233169736751247,0.06452098765235044,0.3013736726722134,0.04328972206281159,-0.06033505912856057,0.0,0.1276363636363634,-0.3120000000000006,-0.027000000000000034,0.0,0,2,2,2.33,21.05,0,0,1,0,1,3
8,1998-05-12,0.05904591458793297,0.015758382699834952,0.04908090118955968,0.11392018507895431,-0.0824034196792844,0.0,0.23525281170616535,0.026770425934753966,0.07936448186487573,0.1854993896645054,-0.1319585377949975,0.049753422041659945,0.16984766795541859,0.009472446055900141,0.06741666098968742,0.14430576803527498,-0.1253608759234747,0.025541899920143607,0.053088465192936106,-0.13199149348729458,0.13850187497248648,0.14501225645767837,-0.40899524343226756,0.0,-0.229899300748568,-0.16299490422099625,0.059121918612337274,-0.0447510669963217,-0.2812387414456708,0.0,-0.006599011756917613,0.1244286157538568,0.04974285929884894,0.22391433435155467,0.024942897156158925,-0.03154190891307654,-0.05338035330174292,0.019700700501241085,0.05065570692409087,0.12101211434942283,-0.08161071334694064,0.0,-0.02940162888513795,0.16753602428205963,0.0694400332106005,0.3064160907032606,0.028655957860858644,-0.05805758674599659,1.0,0.14054545454545433,0.0019999999999994024,-0.006000000000000033,-0.8603573792190603,0,2,2,-0.33,20.98,0,0,1,0,1,1
9,1998-05-13,0.05509597068982627,0.017016642064773962,0.049188005358057854,0.11539265278088967,-0.08135936865134175,0.0,0.23471652794079928,0.03054417662892572,0.08417234268086875,0.19888886199066322,-0.13780050873281177,0.03582766595013606,0.17254052147378113,0.012083725673050676,0.07087656001550463,0.15383684570405995,-0.12966939435795857,0.01870367576972118,0.051402302472494006,-0.12659200921638847,0.13977491239257392,0.15295781556875937,-0.4061418340015363,0.0,-0.22708350481526476,-0.16530824268728045,0.059094618017276855,-0.04711900665272674,-0.2834974787218342,0.0,-0.0020508776280659586,0.1214303607770189,0.05228858741182431,0.2260075356006675,0.016853185953370278,-0.018904063581436238,-0.05899429366421837,0.017552021002429148,0.051450111289233345,0.12045224358089585,-0.08534820157603754,0.0,-0.040987254996168565,0.16244856444715358,0.07420694035367752,0.3108624451545086,0.014034683739798548,-0.05502193873596711,0.24,0.15836363636363615,0.25199999999999945,-0.007000000000000034,-0.08802816901408451,0,2,2,-2.57,20.44,0,0,1,0,1,2
10,1998-05-14,0.09006459974402309,0.01949509586643877,0.0493750336829614,0.11824516323236157,-0.07925497149948403,0.0,0.21045322973090175,0.03359129359411217,0.08759058481821375,0.20877246323053966,-0.14158987604231532,0.0016807665003620853,0.12828424504527391,0.013280245519129007,0.07228451476571933,0.15784927505056767,-0.13128878401230965,0.0,0.053136622191537586,-0.12043140045484449,0.14009917242996175,0.15976694440507902,-0.400629745314768,0.0,-0.23990183028277606,-0.16777413940858446,0.05932996353293131,-0.04911421234272184,-0.2864340664744471,0.0,-0.004113331015589471,0.1184944788009429,0.05471092446492975,0.2279163277308024,0.009072629871083399,-0.01318596088667287,-0.08694975902233956,0.014673852767120544,0.052795025622334554,0.12026390401178966,-0.09091619847754856,0.0,-0.006831095990232996,0.1584760848784777,0.0773072932340647,0.31309067134660706,0.003861498410348302,-0.010692594400581297,-0.2,0.1298181818181816,0.43399999999999944,0.036999999999999963,-0.24255788313120177,0,2,0,-3.91,19.64,0,0,1,0,1,2
