,Date,VIX,VIX_Returns,VIX_21-day_MA,VIX_55-day_MA,VIX_100-day_MA
0,1990-01-02,17.24,,,,
1,1990-01-03,18.19,0.05510440835266839,,,
2,1990-01-04,19.22,0.05662451896646492,,,
3,1990-01-05,20.11,0.04630593132154015,,,
4,1990-01-08,20.26,0.007458975634013099,,,
5,1990-01-09,22.2,0.09575518262586358,,,
6,1990-01-10,22.44,0.010810810810810922,,,
7,1990-01-11,20.05,-0.10650623885918009,,,
8,1990-01-12,24.64,0.22892768079800496,,,
9,1990-01-15,26.34,0.06899350649350655,,,
10,1990-01-16,24.18,-0.08200455580865607,,,
11,1990-01-17,24.16,-0.0008271298593879317,,,
12,1990-01-18,24.34,0.007450331125827825,,,
13,1990-01-19,22.5,-0.07559572719802798,,,
14,1990-01-22,26.7,0.18666666666666654,,,
15,1990-01-23,24.72,-0.07415730337078652,,,
16,1990-01-24,25.39,0.027103559870550242,,,
17,1990-01-25,25.63,0.00945254037022436,,,
18,1990-01-26,26.28,0.025360905189231397,,,
19,1990-01-29,26.44,0.0060882800608828,,,
20,1990-01-30,27.25,0.030635400907715438,23.25142857142857,,
21,1990-01-31,25.36,-0.06935779816513765,23.638095238095232,,
22,1990-02-01,24.87,-0.019321766561514186,23.95619047619047,,
23,1990-02-02,24.32,-0.022114997989545637,24.19904761904761,,
24,1990-02-05,24.54,0.009046052631578982,24.40999999999999,,
25,1990-02-06,24.69,0.006112469437652868,24.620952380952374,,
26,1990-02-07,24.29,-0.016200891049007793,24.72047619047618,,
27,1990-02-08,23.77,-0.02140798682585421,24.78380952380951,,
28,1990-02-09,23.69,-0.0033655868742110684,24.95714285714285,,
29,1990-02-12,24.38,0.029126213592232997,24.944761904761897,,
30,1990-02-13,23.76,-0.025430680885972,24.82190476190475,,
31,1990-02-14,22.05,-0.07196969696969702,24.72047619047618,,
32,1990-02-15,19.71,-0.10612244897959178,24.508571428571422,,
33,1990-02-16,20.78,0.054287163876205025,24.339047619047612,,
34,1990-02-20,22.78,0.09624639076034658,24.352380952380948,,
35,1990-02-21,23.89,0.048726953467954415,24.218571428571423,,
36,1990-02-22,22.54,-0.056508999581414865,24.1147619047619,,
37,1990-02-23,23.69,0.051020408163265474,24.03380952380952,,
38,1990-02-26,23.56,-0.005487547488391864,23.935238095238088,,
39,1990-02-27,22.69,-0.036926994906621324,23.764285714285712,,
40,1990-02-28,21.99,-0.03085059497576037,23.55238095238095,,
41,1990-03-01,21.9,-0.004092769440654842,23.297619047619047,,
42,1990-03-02,21.34,-0.025570776255707695,23.106190476190474,,
43,1990-03-05,22.03,0.03233364573570774,22.97095238095238,,
44,1990-03-06,20.55,-0.0671811166591012,22.791428571428572,,
45,1990-03-07,19.1,-0.07055961070559602,22.532380952380954,,
46,1990-03-08,19.74,0.03350785340314122,22.296666666666667,,
47,1990-03-09,20.3,0.028368794326241176,22.106666666666666,,
48,1990-03-12,20.07,-0.011330049261083719,21.930476190476192,,
49,1990-03-13,21.05,0.04882909815645253,21.804761904761907,,
50,1990-03-14,19.65,-0.06650831353919251,21.57952380952381,,
51,1990-03-15,18.81,-0.042748091603053484,21.343809523809526,,
52,1990-03-16,17.62,-0.06326422115895791,21.132857142857144,,
53,1990-03-19,18.29,0.038024971623155324,21.065238095238097,,
54,1990-03-20,19.06,0.04209950792782946,20.983333333333338,22.457090909090898,
55,1990-03-21,20.1,0.054564533053515385,20.855714285714292,22.509090909090897,
56,1990-03-22,22.74,0.13134328358208935,20.80095238095239,22.59181818181817,
57,1990-03-23,20.46,-0.10026385224274392,20.701904761904768,22.614363636363624,
58,1990-03-26,19.59,-0.042521994134897434,20.50666666666667,22.60490909090908,
59,1990-03-27,21.01,0.07248596222562531,20.3852380952381,22.61854545454544,
60,1990-03-28,19.77,-0.0590195145168968,20.24619047619048,22.57436363636362,
61,1990-03-29,18.46,-0.06626201315123914,20.07809523809524,22.501999999999985,
62,1990-03-30,19.73,0.06879739978331534,19.97476190476191,22.496181818181807,
63,1990-04-02,22.84,0.15762797769893555,20.046190476190482,22.46345454545453,
64,1990-04-03,20.44,-0.1050788091068301,19.970476190476194,22.356181818181803,
65,1990-04-04,22.03,0.07778864970645794,20.040952380952383,22.317090909090894,
66,1990-04-05,21.21,-0.03722197004085337,20.141428571428573,22.26345454545453,
67,1990-04-06,21.76,0.025931164545025975,20.23761904761905,22.21654545454544,
68,1990-04-09,22.3,0.02481617647058809,20.332857142857144,22.212909090909076,
69,1990-04-10,21.69,-0.02735426008968611,20.41,22.121818181818167,
70,1990-04-11,17.73,-0.18257261410788383,20.25190476190476,21.994727272727257,
71,1990-04-12,19.8,0.11675126903553301,20.25904761904762,21.89309090909089,
72,1990-04-16,20.75,0.04797979797979801,20.351428571428574,21.804363636363615,
73,1990-04-17,20.38,-0.017831325301204903,20.482857142857146,21.697090909090893,
74,1990-04-18,22.67,0.11236506378802757,20.691428571428574,21.62854545454544,
75,1990-04-19,22.46,-0.009263343625937392,20.853333333333335,21.541454545454528,
76,1990-04-20,23.33,0.0387355298308103,21.007142857142856,21.50454545454544,
77,1990-04-23,24.16,0.03557651093013292,21.074761904761903,21.49163636363635,
78,1990-04-24,21.7,-0.10182119205298013,21.133809523809525,21.44399999999999,
79,1990-04-25,20.86,-0.03870967741935483,21.194285714285716,21.377090909090896,
80,1990-04-26,20.25,-0.029242569511025884,21.15809523809524,21.296363636363623,
81,1990-04-27,22.19,0.09580246913580259,21.273333333333337,21.258181818181807,
82,1990-04-30,19.52,-0.1203244704821993,21.323809523809526,21.18090909090908,
83,1990-05-01,18.43,-0.05584016393442626,21.261904761904766,21.085272727272717,
84,1990-05-02,19.32,0.048290830168204124,21.094285714285718,20.993272727272714,
85,1990-05-03,17.81,-0.07815734989648038,20.969047619047622,20.885090909090895,
86,1990-05-04,17.28,-0.02975856260527776,20.74285714285715,20.79836363636362,
87,1990-05-07,17.65,0.02141203703703698,20.57333333333334,20.760909090909077,
88,1990-05-08,18.49,0.04759206798866855,20.417619047619056,20.719272727272713,
89,1990-05-09,18.64,0.00811249323958907,20.24333333333334,20.643999999999988,
90,1990-05-10,18.59,-0.002682403433476477,20.09571428571429,20.54763636363635,
91,1990-05-11,19.81,0.06562668101129643,20.194761904761908,20.497999999999987,
92,1990-05-14,20.14,0.01665825340737004,20.210952380952385,20.43345454545453,
93,1990-05-15,19.49,-0.03227408142999022,20.150952380952383,20.359454545454533,
94,1990-05-16,17.71,-0.09132888660851712,20.023809523809526,20.268909090909077,
95,1990-05-17,17.27,-0.024844720496894457,19.76666666666667,20.183090909090897,
96,1990-05-18,17.2,-0.004053271569195105,19.516190476190477,20.09763636363635,
97,1990-05-21,16.72,-0.027906976744186074,19.201428571428576,20.01363636363635,
98,1990-05-22,17.84,0.06698564593301448,18.90047619047619,19.937454545454532,
99,1990-05-23,17.18,-0.036995515695067316,18.6852380952381,19.876181818181806,21.34639999999999
100,1990-05-24,17.7,0.030267753201396852,18.534761904761904,19.850727272727262,21.35099999999999
101,1990-05-25,17.32,-0.021468926553672274,18.395238095238096,19.80672727272726,21.34229999999999
102,1990-05-29,18.75,0.08256351039260967,18.231428571428573,19.778545454545444,21.337599999999995
103,1990-05-30,17.44,-0.06986666666666663,18.132380952380952,19.730727272727265,21.310899999999993
104,1990-05-31,17.37,-0.004013761467889898,18.081904761904763,19.663818181818172,21.28199999999999
105,1990-06-01,17.09,-0.016119746689694958,17.975714285714286,19.617272727272717,21.23089999999999
106,1990-06-04,18.39,0.07606787595084841,18.003333333333334,19.609636363636355,21.19039999999999
107,1990-06-05,18.97,0.03153887982599235,18.083809523809524,19.634181818181812,21.179599999999986
108,1990-06-06,17.42,-0.08170795993674207,18.072857142857146,19.618363636363632,21.107399999999988
109,1990-06-07,16.88,-0.030998851894374457,17.996190476190478,19.57872727272727,21.012799999999988
110,1990-06-08,17.58,0.041469194312796276,17.945714285714285,19.53290909090909,20.94679999999999
111,1990-06-11,16.34,-0.07053469852104655,17.83857142857143,19.416545454545453,20.868599999999994
112,1990-06-12,16.6,0.01591187270501848,17.685714285714287,19.34636363636363,20.79119999999999
113,1990-06-13,17.38,0.0469879518072287,17.554285714285715,19.306181818181816,20.73999999999999
114,1990-06-14,17.4,0.0011507479861909697,17.454761904761906,19.240545454545455,20.646999999999995
115,1990-06-15,15.9,-0.08620689655172409,17.36857142857143,19.17018181818182,20.558799999999998
116,1990-06-18,17.71,0.11383647798742147,17.38952380952381,19.15654545454546,20.482
117,1990-06-19,15.23,-0.14003387916431398,17.295714285714286,19.074727272727277,20.377999999999997
118,1990-06-20,15.27,0.0026263952724885353,17.226666666666667,18.937090909090912,20.267899999999997
119,1990-06-21,14.72,-0.036018336607727464,17.07809523809524,18.833090909090913,20.150699999999997
120,1990-06-22,19.36,0.31521739130434767,17.181904761904764,18.784545454545455,20.071799999999996
121,1990-06-25,17.06,-0.11880165289256206,17.151428571428575,18.70909090909091,19.988799999999998
122,1990-06-26,16.29,-0.04513481828839383,17.10238095238096,18.609636363636362,19.903
123,1990-06-27,16.0,-0.017802332719459746,16.971428571428575,18.49509090909091,19.819799999999997
124,1990-06-28,16.18,0.011249999999999982,16.911428571428576,18.394909090909092,19.7362
125,1990-06-29,15.5,-0.04202719406674904,16.822380952380957,18.354363636363637,19.644299999999998
126,1990-07-02,16.26,0.049032258064516165,16.782857142857146,18.29,19.564
127,1990-07-03,16.11,-0.009225092250922606,16.67428571428572,18.205636363636366,19.487399999999997
128,1990-07-05,17.25,0.07076350093109873,16.59238095238096,18.148727272727275,19.423
129,1990-07-06,16.41,-0.04869565217391303,16.544285714285724,18.034909090909093,19.343299999999996
130,1990-07-09,16.66,0.015234613040828737,16.533809523809534,17.929454545454547,19.272299999999998
131,1990-07-10,16.92,0.015606242496998934,16.502380952380964,17.81290909090909,19.221
132,1990-07-11,16.68,-0.014184397163120699,16.51857142857144,17.67690909090909,19.1907
133,1990-07-12,17.06,0.02278177458033559,16.540476190476202,17.59254545454545,19.153499999999998
134,1990-07-13,17.09,0.0017584994138335475,16.526666666666678,17.523999999999997,19.0966
135,1990-07-16,16.75,-0.01989467524868338,16.495714285714296,17.460363636363635,19.025199999999998
136,1990-07-17,16.66,-0.005373134328358176,16.531904761904777,17.359818181818177,18.9664
137,1990-07-18,18.9,0.134453781512605,16.58857142857144,17.348545454545448,18.918499999999998
138,1990-07-19,18.56,-0.017989417989418,16.74714285714287,17.350909090909084,18.868499999999997
139,1990-07-20,15.63,-0.15786637931034475,16.764285714285727,17.283818181818177,18.7979
140,1990-07-23,23.68,0.5150351887396032,17.190952380952393,17.39054545454545,18.8148
141,1990-07-24,21.79,-0.07981418918918926,17.30666666666668,17.472545454545447,18.813699999999997
142,1990-07-25,20.19,-0.07342817806333168,17.4557142857143,17.51872727272727,18.8022
143,1990-07-26,20.26,0.0034670629024269317,17.644761904761918,17.550909090909087,18.7845
144,1990-07-27,21.12,0.04244817374136223,17.888571428571442,17.595999999999997,18.7902
145,1990-07-30,21.16,0.0018939393939394478,18.1257142857143,17.642727272727267,18.8108
146,1990-07-31,21.11,-0.0023629489603025355,18.392857142857157,17.66636363636363,18.8245
147,1990-08-01,21.64,0.025106584557081923,18.649047619047632,17.693636363636358,18.8379
148,1990-08-02,20.43,-0.055914972273567454,18.85476190476192,17.71072727272727,18.841500000000003
149,1990-08-03,28.74,0.40675477239353897,19.401904761904774,17.91127272727272,18.918400000000005
150,1990-08-06,35.91,0.24947807933194155,20.3304761904762,18.25018181818181,19.081000000000003
151,1990-08-07,32.75,-0.08799777220829841,21.096666666666675,18.532909090909087,19.220400000000005
152,1990-08-08,28.27,-0.13679389312977097,21.637142857142866,18.742909090909084,19.326900000000006
153,1990-08-09,24.39,-0.13724796604174028,22.00428571428572,18.862,19.387900000000005
154,1990-08-10,25.75,0.05576055760557597,22.418095238095244,19.01781818181818,19.454800000000006
155,1990-08-13,25.74,-0.0003883495145631244,22.83000000000001,19.163999999999994,19.51120000000001
156,1990-08-14,24.18,-0.06060606060606055,23.183809523809533,19.28872727272727,19.525600000000008
157,1990-08-15,23.31,-0.03598014888337475,23.5004761904762,19.37163636363636,19.55410000000001
158,1990-08-16,27.16,0.16516516516516533,23.893809523809534,19.548363636363632,19.62980000000001
159,1990-08-17,27.53,0.0136229749631811,24.320952380952388,19.733090909090908,19.695000000000007
160,1990-08-20,26.46,-0.03886669088267347,24.836666666666673,19.903454545454547,19.76190000000001
161,1990-08-21,28.9,0.09221466364323505,25.085238095238104,20.094545454545454,19.86630000000001
162,1990-08-22,30.55,0.05709342560553643,25.50238095238096,20.305090909090907,19.97450000000001
163,1990-08-23,36.47,0.1937806873977086,26.277619047619055,20.651454545454545,20.110800000000012
